Customer ID,Recency,Frequency,Monetary,Recency_score,Frequency_score,Monetary_score,RFM_SCORE,Segment
13930,56,17,332,3,2,2,322,About to Sleep
13931,94,58,1208,2,4,4,244,At Risk
13932,293,16,302,1,2,2,122,Hibernating
13933,108,23,599,2,2,3,223,Hibernating
13934,262,31,908,1,3,3,133,At Risk
13936,178,26,364,2,2,2,222,Hibernating
13937,168,9,154,2,1,1,211,Hibernating
13938,34,7,68,3,1,1,311,About to Sleep
13939,22,45,547,4,3,3,433,Potential Loyalists
13940,16,49,816,4,3,3,433,Potential Loyalists
13941,20,45,5094,4,3,5,435,Potential Loyalists
13946,78,11,557,2,1,3,213,Hibernating
13947,64,5,87,3,1,1,311,About to Sleep
13948,359,3,100,1,1,1,111,Hibernating
13949,1,160,2356,5,5,5,555,Champions
13950,10,35,726,5,3,3,533,Potential Loyalists
13951,175,39,659,2,3,3,233,At Risk
13952,216,137,3176,1,5,5,155,Can't Loose
13953,6,20,3507,5,2,5,525,Potential Loyalists
13954,0,25,427,5,2,2,522,Potential Loyalists
13955,153,33,303,2,3,2,232,At Risk
13956,4,147,927,5,5,4,554,Champions
13959,78,90,548,2,4,3,243,At Risk
13960,20,12,223,4,1,1,411,Promising
13962,20,11,163,4,1,1,411,Promising
13963,307,35,650,1,3,3,133,At Risk
13967,144,2,80,2,1,1,211,Hibernating
13969,6,619,8710,5,5,5,555,Champions
13971,17,149,2680,4,5,5,455,Loyal Customers
13972,69,15,182,3,2,1,321,About to Sleep
13973,286,11,261,1,1,2,112,Hibernating
13974,48,28,403,3,2,2,322,About to Sleep
13975,30,329,2287,4,5,5,455,Loyal Customers
13976,205,10,354,1,1,2,112,Hibernating
13978,13,15,187,4,2,1,421,Potential Loyalists
13979,72,54,847,2,3,3,233,At Risk
13980,59,11,195,3,1,1,311,About to Sleep
13982,38,111,1813,3,4,4,344,Loyal Customers
13983,28,107,2551,4,4,5,445,Loyal Customers
13984,25,16,913,4,2,4,424,Potential Loyalists
13985,3,349,6898,5,5,5,555,Champions
13986,16,13,314,4,1,2,412,Promising
13988,18,234,4027,4,5,5,455,Loyal Customers
13989,64,41,1249,3,3,4,334,Need Attention
13990,212,16,303,1,2,2,122,Hibernating
13991,11,82,809,5,4,3,543,Champions
13992,29,5,75,4,1,1,411,Promising
13993,41,121,3401,3,5,5,355,Loyal Customers
13994,2,148,2194,5,5,5,555,Champions
13995,14,86,1352,4,4,4,444,Loyal Customers
13999,9,208,3799,5,5,5,555,Champions
14000,210,15,630,1,2,3,123,Hibernating
14001,44,39,2031,3,3,5,335,Need Attention
14002,133,47,504,2,3,3,233,At Risk
14004,42,171,4525,3,5,5,355,Loyal Customers
14005,8,84,2843,5,4,5,545,Champions
14006,114,30,950,2,3,4,234,At Risk
14009,197,42,673,1,3,3,133,At Risk
14012,276,11,323,1,1,2,112,Hibernating
14013,109,34,458,2,3,2,232,At Risk
14014,76,39,481,2,3,3,233,At Risk
14015,51,20,913,3,2,4,324,About to Sleep
14016,160,161,4272,2,5,5,255,Can't Loose
14019,45,66,1390,3,4,4,344,Loyal Customers
14020,15,39,628,4,3,3,433,Potential Loyalists
14021,154,22,620,2,2,3,223,Hibernating
14022,224,28,430,1,2,2,122,Hibernating
14023,6,31,573,5,3,3,533,Potential Loyalists
14024,120,16,318,2,2,2,222,Hibernating
14027,59,6,101,3,1,1,311,About to Sleep
14029,62,15,463,3,2,2,322,About to Sleep
14030,17,242,2235,4,5,5,455,Loyal Customers
14031,6,250,17175,5,5,5,555,Champions
14032,1,143,2921,5,5,5,555,Champions
14034,21,86,600,4,4,3,443,Loyal Customers
14035,27,66,1398,4,4,4,444,Loyal Customers
14036,283,38,606,1,3,3,133,At Risk
14037,175,28,128,2,2,1,221,Hibernating
14038,77,92,1513,2,4,4,244,At Risk
14039,32,6,149,3,1,1,311,About to Sleep
14040,39,229,3429,3,5,5,355,Loyal Customers
14041,265,21,129,1,2,1,121,Hibernating
14044,25,206,526,4,5,3,453,Loyal Customers
14045,108,6,1658,2,1,4,214,Hibernating
14046,283,14,149,1,1,1,111,Hibernating
14047,7,32,1292,5,3,4,534,Potential Loyalists
14048,304,85,372,1,4,2,142,At Risk
14049,15,478,5341,4,5,5,455,Loyal Customers
14050,30,54,728,4,3,3,433,Potential Loyalists
14051,-1,210,15523,5,5,5,555,Champions
14052,18,56,194,4,3,1,431,Potential Loyalists
14053,123,4,259,2,1,2,212,Hibernating
14054,64,6,89,3,1,1,311,About to Sleep
14055,105,10,722,2,1,3,213,Hibernating
14056,0,1088,7549,5,5,5,555,Champions
14057,22,283,6082,4,5,5,455,Loyal Customers
14059,265,8,179,1,1,1,111,Hibernating
14060,3,202,6076,5,5,5,555,Champions
14062,8,111,10419,5,4,5,545,Champions
14064,28,77,1296,4,4,4,444,Loyal Customers
14066,265,7,150,1,1,1,111,Hibernating
14067,62,52,348,3,3,2,332,Need Attention
14068,319,24,250,1,2,2,122,Hibernating
14071,2,323,1268,5,5,4,554,Champions
14073,31,13,146,4,1,1,411,Promising
14075,3,43,925,5,3,4,534,Potential Loyalists
14076,128,44,94,2,3,1,231,At Risk
14077,39,42,473,3,3,3,333,Need Attention
14078,100,65,1010,2,4,4,244,At Risk
14079,123,12,371,2,1,2,212,Hibernating
14080,31,4,45,4,1,1,411,Promising
14081,301,150,836,1,5,3,153,Can't Loose
14082,363,29,164,1,2,1,121,Hibernating
14083,3,177,896,5,5,3,553,Champions
14085,1,448,4200,5,5,5,555,Champions
14087,1,68,157,5,4,1,541,Champions
14088,9,589,50243,5,5,5,555,Champions
14089,55,13,155,3,1,1,311,About to Sleep
14090,323,1,76,1,1,1,111,Hibernating
14092,6,214,3983,5,5,5,555,Champions
14093,11,100,385,5,4,2,542,Champions
14096,3,5111,62485,5,5,5,555,Champions
14098,35,21,137,3,2,1,321,About to Sleep
14099,15,250,2977,4,5,5,455,Loyal Customers
14100,136,25,174,2,2,1,221,Hibernating
14101,72,35,5962,2,3,5,235,At Risk
14102,4,58,1081,5,4,4,544,Champions
14104,153,21,207,2,2,1,221,Hibernating
14105,238,74,1235,1,4,4,144,At Risk
14107,50,123,2646,3,5,5,355,Loyal Customers
14108,29,34,584,4,3,3,433,Potential Loyalists
14109,71,9,143,2,1,1,211,Hibernating
14110,2,155,5606,5,5,5,555,Champions
14111,13,10,692,4,1,3,413,Promising
14112,21,160,2834,4,5,5,455,Loyal Customers
14113,2,34,1830,5,3,4,534,Potential Loyalists
14114,272,15,377,1,2,2,122,Hibernating
14116,18,72,1359,4,4,4,444,Loyal Customers
14117,142,3,90,2,1,1,211,Hibernating
14121,2,159,2716,5,5,5,555,Champions
14124,83,5,419,2,1,2,212,Hibernating
14125,9,166,2649,5,5,5,555,Champions
14126,6,15,699,5,2,3,523,Potential Loyalists
14127,121,44,681,2,3,3,233,At Risk
14128,59,46,621,3,3,3,333,Need Attention
14129,0,52,1106,5,3,4,534,Potential Loyalists
14130,318,66,439,1,4,2,142,At Risk
14132,1,200,3511,5,5,5,555,Champions
14133,128,28,592,2,2,3,223,Hibernating
14135,0,134,4644,5,5,5,555,Champions
14138,0,46,950,5,3,4,534,Potential Loyalists
14139,45,26,406,3,2,2,322,About to Sleep
14140,2,66,909,5,4,3,543,Champions
14141,1,40,894,5,3,3,533,Potential Loyalists
14142,372,22,303,1,2,2,122,Hibernating
14143,132,7,115,2,1,1,211,Hibernating
14145,45,11,3741,3,1,5,315,About to Sleep
14146,7,210,4097,5,5,5,555,Champions
14147,77,5,482,2,1,3,213,Hibernating
14148,232,3,155,1,1,1,111,Hibernating
14149,219,28,433,1,2,2,122,Hibernating
14150,34,26,649,3,2,3,323,About to Sleep
14152,74,49,602,2,3,3,233,At Risk
14154,238,52,1326,1,3,4,134,At Risk
14155,265,6,114,1,1,1,111,Hibernating
14156,8,1395,116593,5,5,5,555,Champions
14157,18,46,402,4,3,2,432,Potential Loyalists
14158,39,41,489,3,3,3,333,Need Attention
14159,18,1175,3992,4,5,5,455,Loyal Customers
14161,214,104,1046,1,4,4,144,At Risk
14162,172,25,275,2,2,2,222,Hibernating
14163,86,52,2422,2,3,5,235,At Risk
14164,69,29,1623,3,2,4,324,About to Sleep
14165,274,24,107,1,2,1,121,Hibernating
14167,38,50,538,3,3,3,333,Need Attention
14171,97,58,326,2,4,2,242,At Risk
14173,9,29,436,5,2,2,522,Potential Loyalists
14174,32,26,118,3,2,1,321,About to Sleep
14175,58,149,3155,3,5,5,355,Loyal Customers
14176,296,31,562,1,3,3,133,At Risk
14177,85,41,526,2,3,3,233,At Risk
14178,7,318,1432,5,5,4,554,Champions
14179,39,157,613,3,5,3,353,Loyal Customers
14180,9,240,4594,5,5,5,555,Champions
14184,65,24,443,3,2,2,322,About to Sleep
14185,330,3,196,1,1,1,111,Hibernating
14188,29,65,2035,4,4,5,445,Loyal Customers
14189,1,265,4563,5,5,5,555,Champions
14191,0,259,4533,5,5,5,555,Champions
14193,66,42,836,3,3,3,333,Need Attention
14194,3,579,11074,5,5,5,555,Champions
14195,200,7,1008,1,1,4,114,Hibernating
14196,105,6,334,2,1,2,212,Hibernating
14198,17,39,677,4,3,3,433,Potential Loyalists
14199,217,2,185,1,1,1,111,Hibernating
14201,59,37,730,3,3,3,333,Need Attention
14204,1,39,130,5,3,1,531,Potential Loyalists
14205,15,24,457,4,2,2,422,Potential Loyalists
14206,238,20,323,1,2,2,122,Hibernating
14208,93,10,147,2,1,1,211,Hibernating
14209,9,87,2025,5,4,5,545,Champions
14210,104,102,1849,2,4,4,244,At Risk
14211,52,112,2186,3,4,5,345,Loyal Customers
14212,88,9,1068,2,1,4,214,Hibernating
14214,29,67,974,4,4,4,444,Loyal Customers
14215,10,108,1745,5,4,4,544,Champions
14216,2,59,1813,5,4,4,544,Champions
14217,0,100,1950,5,4,4,544,Champions
14218,41,12,164,3,1,1,311,About to Sleep
14219,3,7,87,5,1,1,511,New Customers
14220,246,21,620,1,2,3,123,Hibernating
14221,41,193,3343,3,5,5,355,Loyal Customers
14222,176,41,667,2,3,3,233,At Risk
14223,91,60,958,2,4,4,244,At Risk
14224,109,113,944,2,4,4,244,At Risk
14226,27,66,2180,4,4,5,445,Loyal Customers
14227,25,175,3259,4,5,5,455,Loyal Customers
14229,50,40,1530,3,3,4,334,Need Attention
14231,182,50,899,1,3,3,133,At Risk
14232,41,115,2002,3,4,4,344,Loyal Customers
14233,48,35,1450,3,3,4,334,Need Attention
14234,21,147,682,4,5,3,453,Loyal Customers
14235,74,79,3115,2,4,5,245,At Risk
14236,79,15,485,2,2,3,223,Hibernating
14237,372,9,156,1,1,1,111,Hibernating
14238,325,8,143,1,1,1,111,Hibernating
14239,42,112,2316,3,4,5,345,Loyal Customers
14240,29,42,871,4,3,3,433,Potential Loyalists
14241,182,10,211,1,1,1,111,Hibernating
14242,233,16,271,1,2,2,122,Hibernating
14243,7,141,2507,5,5,5,555,Champions
14245,218,108,1633,1,4,4,144,At Risk
14246,109,75,1444,2,4,4,244,At Risk
14247,277,20,122,1,2,1,121,Hibernating
14248,317,8,301,1,1,2,112,Hibernating
14250,6,111,1862,5,4,4,544,Champions
14251,0,78,2853,5,4,5,545,Champions
14256,259,53,942,1,3,4,134,At Risk
14257,63,106,3051,3,4,5,345,Loyal Customers
14258,8,111,12632,5,4,5,545,Champions
14259,140,5,118,2,1,1,211,Hibernating
14261,49,52,1141,3,3,4,334,Need Attention
14262,7,143,2568,5,5,5,555,Champions
14264,153,17,321,2,2,2,222,Hibernating
14265,108,31,511,2,3,3,233,At Risk
14267,161,55,1486,2,3,4,234,At Risk
14270,330,29,479,1,2,3,123,Hibernating
14271,224,10,108,1,1,1,111,Hibernating
14272,72,33,420,2,3,2,232,At Risk
14273,50,29,541,3,2,3,323,About to Sleep
14276,97,64,1090,2,4,4,244,At Risk
14277,14,222,4090,4,5,5,455,Loyal Customers
14280,195,8,129,1,1,1,111,Hibernating
14282,2,154,3628,5,5,5,555,Champions
14284,29,32,580,4,3,3,433,Potential Loyalists
14285,20,27,1900,4,2,4,424,Potential Loyalists
14286,22,280,4531,4,5,5,455,Loyal Customers
14287,7,9,173,5,1,1,511,New Customers
14288,212,16,420,1,2,2,122,Hibernating
14289,7,47,881,5,3,3,533,Potential Loyalists
14290,10,101,2267,5,4,5,545,Champions
14291,0,237,3771,5,5,5,555,Champions
14292,6,100,4825,5,4,5,545,Champions
14293,2,61,1027,5,4,4,544,Champions
14295,39,5,165,3,1,1,311,About to Sleep
14297,16,62,1280,4,4,4,444,Loyal Customers
14298,7,1637,50808,5,5,5,555,Champions
14299,7,143,3905,5,5,5,555,Champions
14300,17,3,42,4,1,1,411,Promising
14301,116,13,636,2,1,3,213,Hibernating
14304,221,17,373,1,2,2,122,Hibernating
14305,70,105,1820,3,4,4,344,Loyal Customers
14306,50,33,2080,3,3,5,335,Need Attention
14307,87,180,2915,2,5,5,255,Can't Loose
14309,7,117,2298,5,4,5,545,Champions
14311,241,20,300,1,2,2,122,Hibernating
14312,45,87,1569,3,4,4,344,Loyal Customers
14314,105,8,116,2,1,1,211,Hibernating
14315,43,101,2427,3,4,5,345,Loyal Customers
14317,63,24,497,3,2,3,323,About to Sleep
14320,205,31,465,1,3,2,132,At Risk
14321,9,123,1474,5,5,4,554,Champions
14323,113,36,590,2,3,3,233,At Risk
14326,241,8,182,1,1,1,111,Hibernating
14327,162,12,305,2,1,2,212,Hibernating
14329,16,258,4848,4,5,5,455,Loyal Customers
14331,123,28,453,2,2,2,222,Hibernating
14332,21,25,829,4,2,3,423,Potential Loyalists
14333,66,15,410,3,2,2,322,About to Sleep
14334,15,162,2468,4,5,5,455,Loyal Customers
14335,15,60,426,4,4,2,442,Loyal Customers
14336,15,90,1570,4,4,4,444,Loyal Customers
14338,160,31,571,2,3,3,233,At Risk
14339,241,14,302,1,1,2,112,Hibernating
14340,217,6,132,1,1,1,111,Hibernating
14341,44,128,2108,3,5,5,355,Loyal Customers
14342,20,21,662,4,2,3,423,Potential Loyalists
14344,126,71,846,2,4,3,243,At Risk
14345,37,6,106,3,1,1,311,About to Sleep
14346,119,60,991,2,4,4,244,At Risk
14348,259,18,399,1,2,2,122,Hibernating
14349,9,31,115,5,3,1,531,Potential Loyalists
14350,273,18,273,1,2,2,122,Hibernating
14351,163,1,51,2,1,1,211,Hibernating
14352,156,47,1055,2,3,4,234,At Risk
14353,214,6,88,1,1,1,111,Hibernating
14354,4,9,160,5,1,1,511,New Customers
14355,364,11,171,1,1,1,111,Hibernating
14356,78,33,683,2,3,3,233,At Risk
14357,42,40,200,3,3,1,331,Need Attention
14359,18,55,889,4,3,3,433,Potential Loyalists
14360,30,117,2062,4,4,5,445,Loyal Customers
14362,21,37,133,4,3,1,431,Potential Loyalists
14364,107,69,3697,2,4,5,245,At Risk
14367,7,521,8921,5,5,5,555,Champions
14368,318,8,151,1,1,1,111,Hibernating
14371,294,4,99,1,1,1,111,Hibernating
14373,357,4,74,1,1,1,111,Hibernating
14375,184,66,201,1,4,1,141,At Risk
14377,190,11,612,1,1,3,113,Hibernating
14379,43,46,327,3,3,2,332,Need Attention
14381,51,56,170,3,3,1,331,Need Attention
14382,25,126,552,4,5,3,453,Loyal Customers
14383,37,59,1218,3,4,4,344,Loyal Customers
14385,8,14,194,5,1,1,511,New Customers
14386,295,7,139,1,1,1,111,Hibernating
14387,31,139,1652,4,5,4,454,Loyal Customers
14388,9,186,3104,5,5,5,555,Champions
14389,64,45,1022,3,3,4,334,Need Attention
14390,9,284,4488,5,5,5,555,Champions
14393,217,5,66,1,1,1,111,Hibernating
14395,1,348,3287,5,5,5,555,Champions
14396,64,73,442,3,4,2,342,Loyal Customers
14397,1,87,2579,5,4,5,545,Champions
14400,148,25,564,2,2,3,223,Hibernating
14401,3,182,3978,5,5,5,555,Champions
14403,129,20,1469,2,2,4,224,Hibernating
14404,32,100,1400,3,4,4,344,Loyal Customers
14406,118,8,151,2,1,1,211,Hibernating
14407,106,73,2117,2,4,5,245,At Risk
14408,9,106,2555,5,4,5,545,Champions
14409,70,54,2031,3,3,5,335,Need Attention
14410,91,189,1005,2,5,4,254,Can't Loose
14411,309,14,1055,1,1,4,114,Hibernating
14412,41,43,751,3,3,3,333,Need Attention
14413,361,22,107,1,2,1,121,Hibernating
14414,90,97,1446,2,4,4,244,At Risk
14415,0,579,5537,5,5,5,555,Champions
14416,21,14,484,4,1,3,413,Promising
14418,2,124,1883,5,5,4,554,Champions
14419,9,202,950,5,5,4,554,Champions
14420,98,29,374,2,2,2,222,Hibernating
14421,56,27,806,3,2,3,323,About to Sleep
14422,-1,222,4156,5,5,5,555,Champions
14423,217,3,264,1,1,2,112,Hibernating
14424,16,1,322,4,1,2,412,Promising
14426,22,224,4390,4,5,5,455,Loyal Customers
14427,49,17,355,3,2,2,322,About to Sleep
14428,6,137,1144,5,5,4,554,Champions
14431,301,17,461,1,2,2,122,Hibernating
14432,8,377,2058,5,5,5,555,Champions
14434,20,12,1366,4,1,4,414,Promising
14436,97,9,84,2,1,1,211,Hibernating
14437,364,5,62,1,1,1,111,Hibernating
14438,305,9,127,1,1,1,111,Hibernating
14439,318,32,2651,1,3,5,135,At Risk
14440,7,55,2337,5,3,5,535,Potential Loyalists
14441,-1,51,1684,5,3,4,534,Potential Loyalists
14442,203,63,1559,1,4,4,144,At Risk
14443,52,93,1380,3,4,4,344,Loyal Customers
14446,-1,277,869,5,5,3,553,Champions
14447,17,70,1135,4,4,4,444,Loyal Customers
14448,8,20,364,5,2,2,522,Potential Loyalists
14449,17,250,749,4,5,3,453,Loyal Customers
14450,179,40,461,1,3,2,132,At Risk
14451,59,105,593,3,4,3,343,Loyal Customers
14452,9,60,225,5,4,1,541,Champions
14453,189,22,106,1,2,1,121,Hibernating
14456,4,947,2524,5,5,5,555,Champions
14457,309,4,113,1,1,1,111,Hibernating
14459,154,37,1829,2,3,4,234,At Risk
14460,109,16,427,2,2,2,222,Hibernating
14461,147,180,2003,2,5,5,255,Can't Loose
14462,65,233,1867,3,5,4,354,Loyal Customers
14463,97,6,528,2,1,3,213,Hibernating
14465,245,123,973,1,5,4,154,Can't Loose
14466,28,72,2235,4,4,5,445,Loyal Customers
14467,16,89,544,4,4,3,443,Loyal Customers
14470,10,43,434,5,3,2,532,Potential Loyalists
14472,102,265,1704,2,5,4,254,Can't Loose
14473,73,7,231,2,1,1,211,Hibernating
14474,45,29,533,3,2,3,323,About to Sleep
14475,70,42,900,3,3,3,333,Need Attention
14476,256,17,183,1,2,1,121,Hibernating
14477,18,10,1308,4,1,4,414,Promising
14479,252,18,306,1,2,2,122,Hibernating
14480,10,13,274,5,1,2,512,New Customers
14481,163,30,619,2,3,3,233,At Risk
14482,17,137,1945,4,5,4,454,Loyal Customers
14483,280,9,133,1,1,1,111,Hibernating
14484,49,14,316,3,1,2,312,About to Sleep
14485,37,46,135,3,3,1,331,Need Attention
14487,25,140,1095,4,5,4,454,Loyal Customers
14488,66,46,1049,3,3,4,334,Need Attention
14489,206,30,447,1,3,2,132,At Risk
14491,174,17,335,2,2,2,222,Hibernating
14493,6,120,2337,5,4,5,545,Champions
14494,24,7,137,4,1,1,411,Promising
14495,49,6,119,3,1,1,311,About to Sleep
14496,310,19,530,1,2,3,123,Hibernating
14497,308,29,458,1,2,2,122,Hibernating
14498,41,193,1863,3,5,4,354,Loyal Customers
14499,25,190,704,4,5,3,453,Loyal Customers
14500,87,7,355,2,1,2,212,Hibernating
14501,182,10,248,1,1,2,112,Hibernating
14502,18,608,2065,4,5,5,455,Loyal Customers
14503,2,164,3469,5,5,5,555,Champions
14504,46,107,614,3,4,3,343,Loyal Customers
14505,16,785,5431,4,5,5,455,Loyal Customers
14506,16,295,1780,4,5,4,454,Loyal Customers
14507,22,95,1321,4,4,4,444,Loyal Customers
14508,21,55,236,4,3,1,431,Potential Loyalists
14511,10,68,1281,5,4,4,544,Champions
14512,186,23,261,1,2,2,122,Hibernating
14513,99,12,449,2,1,2,212,Hibernating
14514,60,69,951,3,4,4,344,Loyal Customers
14515,16,98,2020,4,4,5,445,Loyal Customers
14517,32,18,319,3,2,2,322,About to Sleep
14518,63,16,166,3,2,1,321,About to Sleep
14520,0,4,270,5,1,2,512,New Customers
14522,23,17,968,4,2,4,424,Potential Loyalists
14523,107,12,234,2,1,1,211,Hibernating
14524,30,197,1735,4,5,4,454,Loyal Customers
14525,18,282,4062,4,5,5,455,Loyal Customers
14527,1,971,7890,5,5,5,555,Champions
14528,36,18,356,3,2,2,322,About to Sleep
14529,59,213,463,3,5,2,352,Loyal Customers
14530,24,213,2745,4,5,5,455,Loyal Customers
14532,235,64,885,1,4,3,143,At Risk
14533,23,62,1921,4,4,4,444,Loyal Customers
14534,1,508,4113,5,5,5,555,Champions
14535,59,328,2677,3,5,5,355,Loyal Customers
14536,258,18,160,1,2,1,121,Hibernating
14537,56,10,350,3,1,2,312,About to Sleep
14538,63,19,381,3,2,2,322,About to Sleep
14539,14,32,526,4,3,3,433,Potential Loyalists
14540,8,71,915,5,4,4,544,Champions
14541,57,105,1398,3,4,4,344,Loyal Customers
14542,184,5,100,1,1,1,111,Hibernating
14543,27,71,3571,4,4,5,445,Loyal Customers
14544,23,111,1953,4,4,4,444,Loyal Customers
14546,4,397,2364,5,5,5,555,Champions
14547,2,355,3783,5,5,5,555,Champions
14548,149,4,650,2,1,3,213,Hibernating
14549,310,56,253,1,3,2,132,At Risk
14550,9,47,733,5,3,3,533,Potential Loyalists
14551,17,10,182,4,1,1,411,Promising
14552,150,57,128,2,3,1,231,At Risk
14553,18,113,803,4,4,3,443,Loyal Customers
14554,9,203,2180,5,5,5,555,Champions
14555,56,19,301,3,2,2,322,About to Sleep
14557,84,16,781,2,2,3,223,Hibernating
14560,6,74,2206,5,4,5,545,Champions
14561,74,69,1047,2,4,4,244,At Risk
14562,2,419,4768,5,5,5,555,Champions
14565,94,127,3038,2,5,5,255,Can't Loose
14566,109,4,1432,2,1,4,214,Hibernating
14567,55,33,1523,3,3,4,334,Need Attention
14569,0,12,220,5,1,1,511,New Customers
14570,279,29,200,1,2,1,121,Hibernating
14572,2,262,2655,5,5,5,555,Champions
14573,178,227,1493,2,5,4,254,Can't Loose
14576,371,1,35,1,1,1,111,Hibernating
14577,11,123,803,5,5,3,553,Champions
14578,2,24,156,5,2,1,521,Potential Loyalists
14581,15,17,130,4,2,1,421,Potential Loyalists
14582,39,6,110,3,1,1,311,About to Sleep
14583,4,302,803,5,5,3,553,Champions
14584,168,98,973,2,4,4,244,At Risk
14585,49,29,137,3,2,1,321,About to Sleep
14586,275,19,231,1,2,1,121,Hibernating
14587,17,371,1367,4,5,4,454,Loyal Customers
14589,370,3,37,1,1,1,111,Hibernating
14591,14,176,1220,4,5,4,454,Loyal Customers
14592,34,158,473,3,5,3,353,Loyal Customers
14593,20,151,545,4,5,3,453,Loyal Customers
14594,6,52,334,5,3,2,532,Potential Loyalists
14595,18,102,1691,4,4,4,444,Loyal Customers
14597,10,47,844,5,3,3,533,Potential Loyalists
14598,43,50,195,3,3,1,331,Need Attention
14600,304,25,377,1,2,2,122,Hibernating
14601,9,7,212,5,1,1,511,New Customers
14603,273,2,659,1,1,3,113,Hibernating
14606,0,2677,10558,5,5,5,555,Champions
14607,14,81,16195,4,4,5,445,Loyal Customers
14608,3,20,1780,5,2,4,524,Potential Loyalists
14609,71,4,601,2,1,3,213,Hibernating
14616,241,3,405,1,1,2,112,Hibernating
14618,8,16,548,5,2,3,523,Potential Loyalists
14619,244,20,383,1,2,2,122,Hibernating
14620,204,26,401,1,2,2,122,Hibernating
14621,0,92,1745,5,4,4,544,Champions
14622,183,21,309,1,2,2,122,Hibernating
14623,31,133,821,4,5,3,453,Loyal Customers
14624,56,13,219,3,1,1,311,About to Sleep
14625,195,53,871,1,3,3,133,At Risk
14626,22,122,2733,4,5,5,455,Loyal Customers
14628,90,24,660,2,2,3,223,Hibernating
14629,3,150,869,5,5,3,553,Champions
14631,49,41,995,3,3,4,334,Need Attention
14632,261,8,109,1,1,1,111,Hibernating
14633,265,20,334,1,2,2,122,Hibernating
14636,35,28,593,3,2,3,323,About to Sleep
14638,49,16,437,3,2,2,322,About to Sleep
14639,51,172,2898,3,5,5,355,Loyal Customers
14640,23,105,2060,4,4,5,445,Loyal Customers
14641,20,7,107,4,1,1,411,Promising
14642,57,2,95,3,1,1,311,About to Sleep
14643,169,31,679,2,3,3,233,At Risk
14644,66,26,818,3,2,3,323,About to Sleep
14645,155,30,583,2,3,3,233,At Risk
14646,0,2076,279510,5,5,5,555,Champions
14647,200,28,221,1,2,1,121,Hibernating
14649,3,186,1306,5,5,4,554,Champions
14651,66,101,596,3,4,3,343,Loyal Customers
14652,76,29,98,2,2,1,221,Hibernating
14653,0,234,1804,5,5,4,554,Champions
14655,7,49,1915,5,3,4,534,Potential Loyalists
14656,168,80,240,2,4,2,242,At Risk
14657,16,126,775,4,5,3,453,Loyal Customers
14658,4,29,229,5,2,1,521,Potential Loyalists
14659,7,253,2388,5,5,5,555,Champions
14660,85,30,270,2,3,2,232,At Risk
14661,25,4,106,4,1,1,411,Promising
14662,27,157,650,4,5,3,453,Loyal Customers
14664,18,98,591,4,4,3,443,Loyal Customers
14665,59,90,1796,3,4,4,344,Loyal Customers
14666,23,14,189,4,1,1,411,Promising
14667,9,567,8873,5,5,5,555,Champions
14669,240,166,1165,1,5,4,154,Can't Loose
14670,279,123,328,1,5,2,152,Can't Loose
14672,233,61,728,1,4,3,143,At Risk
14673,2,74,1704,5,4,4,544,Champions
14675,15,97,541,4,4,3,443,Loyal Customers
14676,30,42,2535,4,3,5,435,Potential Loyalists
14680,24,258,28690,4,5,5,455,Loyal Customers
14681,70,7,497,3,1,3,313,About to Sleep
14682,186,2,51,1,1,1,111,Hibernating
14684,24,390,978,4,5,4,454,Loyal Customers
14687,105,15,622,2,2,3,223,Hibernating
14688,6,324,5436,5,5,5,555,Champions
14689,207,13,105,1,1,1,111,Hibernating
14690,43,48,333,3,3,2,332,Need Attention
14691,29,71,2071,4,4,5,445,Loyal Customers
14692,136,68,553,2,4,3,243,At Risk
14693,263,8,168,1,1,1,111,Hibernating
14696,3,130,2023,5,5,5,555,Champions
14697,217,22,172,1,2,1,121,Hibernating
14698,0,200,1097,5,5,4,554,Champions
14699,213,8,105,1,1,1,111,Hibernating
14700,31,112,2151,4,4,5,445,Loyal Customers
14701,9,327,2339,5,5,5,555,Champions
14702,0,342,3056,5,5,5,555,Champions
14703,13,22,306,4,2,2,422,Potential Loyalists
14704,10,393,1263,5,5,4,554,Champions
14705,197,1,179,1,1,1,111,Hibernating
14708,1,28,1114,5,2,4,524,Potential Loyalists
14709,14,196,4800,4,5,5,455,Loyal Customers
14710,13,136,528,4,5,3,453,Loyal Customers
14711,9,345,2636,5,5,5,555,Champions
14712,28,25,909,4,2,3,423,Potential Loyalists
14713,8,338,2471,5,5,5,555,Champions
14714,23,10,154,4,1,1,411,Promising
14715,23,71,829,4,4,3,443,Loyal Customers
14716,42,51,282,3,3,2,332,Need Attention
14719,0,235,1458,5,5,4,554,Champions
14720,4,37,642,5,3,3,533,Potential Loyalists
14722,146,28,164,2,2,1,221,Hibernating
14723,9,259,976,5,5,4,554,Champions
14725,23,47,634,4,3,3,433,Potential Loyalists
14727,273,10,262,1,1,2,112,Hibernating
14729,372,71,277,1,4,2,142,At Risk
14730,0,462,1635,5,5,4,554,Champions
14731,46,45,353,3,3,2,332,Need Attention
14732,7,147,2629,5,5,5,555,Champions
14733,15,202,9505,4,5,5,455,Loyal Customers
14735,2,194,6005,5,5,5,555,Champions
14737,2,17,1160,5,2,4,524,Potential Loyalists
14738,41,54,1288,3,3,4,334,Need Attention
14739,3,60,3882,5,4,5,545,Champions
14740,196,89,1412,1,4,4,144,At Risk
